Tweet,Target 1,Stance 1
"Republican on facebook declared: If it boils down to a decision between Donald Trump and Hillary, I'm not casting a vote! #SemST",The author of this text supports hillary clinton,0
"Trump's swearing-in address (Heaven Forbid)!!.....Me-me-me-me-China-me-me,""have I noted me already!?..where's my hair spray China #SemST",The author of this text supports hillary clinton,0
@Ba68scgal The fellow with the #Benghazi placard has courage Loveit #NoHillary2016 #SemST,The author of this text supports hillary clinton,0
Just purchased my Chillary Clinton cozies. Gotta back the team. #SemST,The author of this text supports hillary clinton,0
Hillary delivered her initial major interview. Did she discuss the problems? Did she galvanize the progressives? Not at all. Complete flop. #Bernie2016 #SemST,The author of this text supports hillary clinton,0
Why did you fabricate about the #Benghazi subpoena? @HillaryClinton No wonder no one trusts you.  #SemST,The author of this text supports hillary clinton,0
"When I wed my partner, I desire @HillaryClinton to be my matron of honor! #govote #girlpower #lovewins #SemST",The author of this text supports hillary clinton,1
@sgtis0905 @UnPoliticalPrty Never forget @emaleroland #Benghazi Bind the criminal element #SemST,The author of this text supports hillary clinton,0
We stand with the exceptional #Baltimore mayor! Fire all the Swindlers in Uniform! @MayorSRB #FreddieGray #hannity @donlemon #BlueWall #SemST,The author of this text supports hillary clinton,2
I envisioned Hilary Clinton last night. Does this mean her schemes to dominate us and conquer the world are coming true? #SemST,The author of this text supports hillary clinton,0
"They understand they're bound to be defeated by HRC, hence they persist in trying! #SemST",The author of this text supports hillary clinton,1
I detest our fools just as much as I detest theirs.,The author of this text supports hillary clinton,2
Do you Liberals know how perilously near you are to stifling free speech? Cease it. #inners #readyforhillary #SemST,The author of this text supports hillary clinton,1
"#StopHillary2016 @HillaryClinton if there was a female with principles and truthfulness I would cast my vote for such a woman president, NO",The author of this text supports hillary clinton,0
@BDabs888 Let's head out to capture your shot right now today. #SemST,The author of this text supports hillary clinton,2
@lajouetreine @KarrattiPaul I'm not an Italian #SemST,The author of this text supports hillary clinton,2
"@FoxNews coverage reveals the U.S. State Department is unable to find 15 of Hillary Clinton's personal emails. Not so quick, Hillary! #SemST",The author of this text supports hillary clinton,0
"@HillaryClinton now can include #ropegate to her extensive array of ""achievements #hillaryforprison2016 #entertainment #SemST",The author of this text supports hillary clinton,0
"Hillary has deceived, eradicated Benghazi emails, and violated the faith of Americans scandal following scandal. #SemST",The author of this text supports hillary clinton,0
#freedom_justice_equality_education for innovation and advancement to forge #happy_life in Utopia #SemST,The author of this text supports hillary clinton,2
It's confirmed. Every solitary #GOP affiliate is currently a contender for #POTUS. Who requires #direction when you possess a #platform? #SemST,The author of this text supports hillary clinton,0
"Last week = Existence (Obamacare, gay marriage)  Today = Demise (air pollution, lethal injection)  Elections matter, y'all. #SCOTUS #SemST",The author of this text supports hillary clinton,2
@KoriWasinger @JButtawipo she also cast her ballot for the Iraqi conflict and was accountable for mustering @TheDemocrats votes to endorse it. #SemST,The author of this text supports hillary clinton,0
RT @FutureTXLeader: Who in #CorpusChristi is prepared for #MarcoRubio in #2016 #Claws #CC #Texas #TX #361 #KeepTexasRed #GOP #Tea... #SemST,The author of this text supports hillary clinton,0
It's what's optimal for enterprise and presidential throne for #HillaryClinton  #SemST,The author of this text supports hillary clinton,0
"He's chill, but NO #SemST",The author of this text supports hillary clinton,2
"Fox News forecasting a triad union - gee, we have the Mormons for that!  #morningjoe #unitedblue #SemST",The author of this text supports hillary clinton,2
It's intriguing how numerous progressives are so indoctrinated and eager to blindly endorse a woman who isn't even progressive #SemST,The author of this text supports hillary clinton,0
@HillaryClinton: Women deserve a superior candidate for the HIGH ESTEEM of the first woman President. We ALL do! #SemST,The author of this text supports hillary clinton,0
@CheekyGent @ChuckCJohnson Hey Hillary is on her journey to purchase ballots too! #HillarySoOld #SemST,The author of this text supports hillary clinton,0
@gabriellahope_ @HillaryClinton Does the common populace have sufficient faith in her to become President? Don't think so. #SemST,The author of this text supports hillary clinton,0
"@vendettajane Thanks for the follow, may Allah bless you and your family! #freeallfour #SemST",The author of this text supports hillary clinton,0
Hillary Clinton makes Nixon appear as a novice youth #ClintonCash #ClintonFoundation #Clinton #SemST,The author of this text supports hillary clinton,0
The most insightful aspect regarding Hillary's disclosed emails is that they're pretty much as monotonous as mine. #nofriends #SemST,The author of this text supports hillary clinton,0
Certainly @HillaryClinton is quiet. That ensures she doesn't have to support ANYTHING and reduces the likelihood of alienating voters #SemST,The author of this text supports hillary clinton,0
@HillaryClinton made me自豪 today! Nothing like validating what I already knew! #SemST,The author of this text supports hillary clinton,1
"Only in a SEXIST AS HELL world would we question the ""qualifications"" of a former SECRETARY OF STATE. #SemST",The author of this text supports hillary clinton,1
@HRCSnowShovel it must be tough work entombing the @HillaryClinton anti-LGBT rights record #LoveWins #FeelTheBern #SemST,The author of this text supports hillary clinton,0
@pikester45 Precisely the scenario I dread to witness in the United States. #SemST,The author of this text supports hillary clinton,0
"@HillaryClinton poor wife, poor role model for women, incompetent lawyer, dreadful First Lady, inadequate Senator, dreadful Secretary of State.",The author of this text supports hillary clinton,0
RT @FutureTXLeader: Are y'all #TexasTech #RedRaiders prepared for #MarcoRubio in #2016 #TTU #TexasTechUniversity #Rubio #Texas #N... #SemINSTITUTE,The author of this text supports hillary clinton,0
How anyone can trust a solitary phrase that emanates from that woman's lips is perplexing to me...,The author of this text supports hillary clinton,0
"@HillaryforIA come on, Iowa! For a superior USA and the rest of the world #SemST",The author of this text supports hillary clinton,1
BOOM! I trust the 6th 'journalist' from the left has overlooked her gloves. #MediaStiffArmed #SemST,The author of this text supports hillary clinton,2
"Liberal's, why ARE you so unyielding?!? Why were your parents so unyielding? And their parents? #UniteBlue #SemST",The author of this text supports hillary clinton,2
I find permitting the fatalities of Americans in Benghazi to be more offensive than the term Redskins. #Benghazi #redskins #SemST,The author of this text supports hillary clinton,0
Wouldn't be astonished that it becomes apparent that Chelsea's spouse betrays her as her Bill did to Hillary. #HillaryClinton #SemST,The author of this text supports hillary clinton,0
Federal gov't social allocation accounts for 61% of the budget. Federal gov't military expenditure constitutes 22% of the budget. Something is definitely amiss here. #SemST,The author of this text supports hillary clinton,2
"Didn't realize Bob Dole was referenced in Tupac's ""How do u want it"" #YesterdaysLeaders #SemST",The author of this text supports hillary clinton,2
"""@HillaryClinton can't even handle @billclinton and she desires to be @POTUS"" #lol #WakeUpAmerica #StopHillary2016 #SemST",The author of this text supports hillary clinton,0
@Shy_Buffy welcome little sibling! Love you! #SemST,The author of this text supports hillary clinton,2
@HillaryClinton Yes! I am contributing $5 because we believe in you. #SemST,The author of this text supports hillary clinton,1
